#\begin{deluxetable}{lcc}
#\tabletypesize{\scriptsize}
#\tablecaption{Measured \HI\ terminal velocities, $v_{LSR}$, as a function of Galactic longitude, $l$, from the VGPS.  The third column gives the terminal velocities, $v_{mod}$, predicted by the rotation curve defined in Equation \ref{eq:rotfit}.
#\label{tab:termvels}}
#\tablewidth{0pt}
#\tablehead{\colhead{$l$ (deg)} & \colhead{$v_{LSR}$ (\kms)} & \colhead{$v_{mod}$ (\kms)}}
#\startdata
50.912   &   69.15    &    54.02 
50.978   &   68.47    &    53.89 
51.042   &   68.06    &    53.76 
51.108   &   68.06    &    53.63 
51.172   &   68.07    &    53.50 
51.238   &   68.73    &    53.37 
51.303   &   68.73    &    53.24 
51.368   &   68.46    &    53.11 
51.432   &   67.67    &    52.98 
51.498   &   67.67    &    52.85 
51.562   &   67.36    &    52.73 
51.628   &   67.33    &    52.59 
51.692   &   67.27    &    52.47 
51.758   &   67.27    &    52.34 
51.822   &   67.36    &    52.21 
51.887   &   67.42    &    52.08 
51.952   &   67.42    &    51.96 
52.017   &   67.47    &    51.83 
52.082   &   67.47    &    51.70 
52.148   &   67.47    &    51.57 
52.212   &   67.80    &    51.45 
52.277   &   68.30    &    51.32 
52.343   &   68.30    &    51.19 
52.407   &   67.80    &    51.07 
52.473   &   66.92    &    50.94 
52.537   &   66.53    &    50.82 
52.603   &   66.43    &    50.69 
52.667   &   65.27    &    50.57 
52.733   &   65.11    &    50.44 
52.797   &   64.79    &    50.31 
52.863   &   64.42    &    50.19 
52.928   &   64.16    &    50.06 
52.993   &   64.16    &    49.94 
53.057   &   64.01    &    49.82 
53.123   &   62.94    &    49.69 
53.187   &   62.94    &    49.57 
53.253   &   63.39    &    49.44 
53.317   &   63.39    &    49.32 
53.383   &   62.62    &    49.19 
53.447   &   62.06    &    49.07 
53.512   &   61.31    &    48.95 
53.577   &   61.11    &    48.83 
53.642   &   61.11    &    48.70 
53.707   &   61.11    &    48.58 
53.773   &   61.11    &    48.46 
53.837   &   61.09    &    48.34 
53.902   &   61.09    &    48.22 
53.968   &   61.09    &    48.09 
54.032   &   60.68    &    47.97 
54.098   &   59.82    &    47.85 
54.162   &   58.56    &    47.73 
54.228   &   55.67    &    47.61 
54.292   &   54.44    &    47.49 
54.358   &   54.37    &    47.36 
54.422   &   54.16    &    47.25 
54.488   &   51.70    &    47.12 
54.553   &   49.12    &    47.00 
54.618   &   48.60    &    46.88 
54.682   &   46.93    &    46.77 
54.748   &   46.93    &    46.64 
54.812   &   47.91    &    46.53 
54.878   &   47.91    &    46.41 
54.942   &   47.52    &    46.29 
55.008   &   47.04    &    46.17 
55.072   &   47.04    &    46.05 
55.137   &   47.51    &    45.93 
55.202   &   48.81    &    45.82 
55.267   &   48.92    &    45.70 
55.332   &   49.26    &    45.58 
55.398   &   49.26    &    45.46 
55.462   &   49.26    &    45.34 
55.527   &   49.04    &    45.23 
55.593   &   49.04    &    45.11 
55.657   &   48.90    &    44.99 
55.723   &   48.90    &    44.87 
55.787   &   48.90    &    44.76 
55.853   &   49.44    &    44.64 
55.917   &   49.61    &    44.53 
55.983   &   49.60    &    44.41 
56.047   &   49.60    &    44.30 
56.113   &   48.55    &    44.18 
56.178   &   48.55    &    44.06 
56.243   &   48.68    &    43.95 
56.307   &   48.68    &    43.84 
56.373   &   48.50    &    43.72 
56.437   &   48.26    &    43.61 
56.503   &   47.78    &    43.49 
56.567   &   47.78    &    43.38 
56.633   &   47.51    &    43.26 
56.697   &   46.93    &    43.15 
56.762   &   46.45    &    43.04 
56.827   &   45.97    &    42.92 
56.893   &   45.73    &    42.81 
56.957   &   45.72    &    42.70 
57.023   &   45.08    &    42.58 
57.087   &   44.33    &    42.47 
57.152   &   44.33    &    42.36 
57.218   &   44.33    &    42.25 
57.282   &   44.36    &    42.14 
57.348   &   44.36    &    42.02 
57.412   &   44.36    &    41.91 
57.478   &   44.25    &    41.80 
